"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
"1521",-121.92,36.63,36,877,175,349,168,3.4167,339100,"<1H OCEAN"
"1522",-121,39,4,170,23,93,27,NA,312500,NA
"1523",-117.28,34.14,40,2364,438,NA,416,3.4906,93300,"INLAND"
"1524",-117.93,33.92,34,2271,437,1393,433,4.2443,174400,"<1H OCEAN"
"1525",-122.29,37.87,52,895,198,386,204,3.875,182600,"NEAR BAY"
"1526",-117.99,33.9,30,1677,372,1021,332,3.5859,199700,"<1H OCEAN"
"1527",-121.36,38.56,20,1232,332,667,288,1.8288,32500,"INLAND"
"1528",-116.36,33.78,6,24121,4522,4176,2221,3.3799,239300,NA
"1529",-118.42,34.31,19,6755,1443,NA,1395,3.9583,163200,"<1H OCEAN"
"1530",-118.41,34.29,32,1591,320,1818,306,4.2969,145800,"<1H OCEAN"
"1531",-118.08,34,32,1165,358,997,361,0.9817,166300,"<1H OCEAN"
"1532",-122.26,37.85,52,2491,474,1098,468,3.075,213500,"NEAR BAY"
"1533",-122.75,39.01,17,4162,967,889,414,3.4187,200500,"INLAND"
"1534",-117.82,33.8,15,3207,647,1414,595,4.0484,165600,"<1H OCEAN"
"1535",-122.4,37.68,41,2267,486,NA,459,4.1146,272200,"NEAR BAY"
"1536",-122.17,37.75,47,998,211,597,185,3.1587,100400,"NEAR BAY"
"1537",-122.41,37.75,52,1892,415,1442,371,4.2891,230000,"NEAR BAY"
"1538",-118.32,34.04,48,1184,328,953,311,2.3526,156300,"<1H OCEAN"
"1539",-121.33,38.03,19,1708,291,906,288,4.918,130600,"INLAND"
"1540",-122.28,37.81,17,1237,462,762,439,0.9241,177500,"NEAR BAY"
"1541",-118.35,33.8,32,1434,296,672,285,4.875,311700,"<1H OCEAN"
"1542",-118.14,33.97,31,1161,267,1175,282,3.0114,177000,"<1H OCEAN"
"1543",-120.43,34.96,19,2350,631,NA,515,1.0349,130800,"<1H OCEAN"
"1544",-117.03,32.72,38,886,176,505,188,3.5938,125400,"NEAR OCEAN"
"1545",-119.08,36.13,21,2271,376,1145,372,3.1528,113700,"INLAND"
"1546",-122.15,37.71,18,5778,1526,2441,1352,3.1682,202700,"NEAR BAY"
"1547",-119.17,34.27,18,8010,1539,3982,1483,4.0905,236500,"NEAR OCEAN"
"1548",-119.29,36.3,20,1157,179,572,191,5.3495,177300,"INLAND"
"1549",-122.3,37.92,33,1615,271,NA,285,4.0804,239000,"NEAR BAY"
"1550",-121.82,39.75,37,2236,372,NA,379,3.2016,97000,"INLAND"
"1551",-118.32,34.18,49,192,41,83,38,3.0179,118800,"<1H OCEAN"
"1552",-117.23,33.89,5,11775,2031,6686,1911,4.1953,136600,"INLAND"
"1553",-118.31,34.11,52,1875,303,735,293,5.8659,433300,"<1H OCEAN"
"1554",-117.59,33.41,17,2248,448,878,423,5.1298,246000,"NEAR OCEAN"
"1555",-121.29,38.71,32,1875,361,1027,343,3.5769,103800,"INLAND"
"1556",-121.42,38.62,33,3171,832,1591,695,2.0786,88600,"INLAND"
"1557",-117.96,33.85,35,1175,191,568,186,4.125,189200,"<1H OCEAN"
"1558",-121.41,38.58,18,6955,1882,2803,1740,3.089,141400,"INLAND"
"1559",-122.11,37.41,35,2712,428,1084,425,NA,443800,"NEAR BAY"
"1560",-119.79,34.45,24,2746,433,1076,380,5.8635,348700,"NEAR OCEAN"
"1561",-118.25,34,32,1218,342,1292,304,1.5781,102900,"<1H OCEAN"
"1562",-122.12,37.48,36,880,177,795,188,3.8194,159400,"NEAR BAY"
"1563",-117.27,34.07,21,418,132,401,120,1.7206,82100,"INLAND"
"1564",-117.16,32.73,52,1218,471,821,429,1.9597,200000,"NEAR OCEAN"
"1565",-118.34,34.09,5,2665,954,1733,766,2.3568,204700,"<1H OCEAN"
"1566",-118.51,34.03,37,4072,905,1468,923,3.8571,500001,NA
"1567",-118.46,34,37,388,83,248,84,5.1664,326700,"<1H OCEAN"
"1568",-118.29,33.99,43,1902,398,1153,363,1.9375,112900,"<1H OCEAN"
"1569",-117.06,32.59,13,3920,775,2814,760,4.0616,148800,"NEAR OCEAN"
"1570",-117.93,33.87,45,1006,230,1237,237,3.3472,168000,"<1H OCEAN"
"1571",-118.25,33.98,39,1553,461,NA,437,1.7378,121900,"<1H OCEAN"
"1572",-118.07,33.89,29,1138,217,964,222,4.537,185300,"<1H OCEAN"
"1573",-118.51,34.04,40,1382,167,NA,178,NA,500001,"<1H OCEAN"
"1574",-121,37.62,28,1153,420,NA,357,1.0801,75000,"INLAND"
"1575",-117.72,34.1,52,2867,496,978,513,3.1477,291200,NA
"1576",-118.47,33.99,52,1523,447,NA,408,3.0682,412500,NA
"1577",-117.9,33.91,26,2885,476,1227,439,4.9524,226600,"<1H OCEAN"
"1578",-121.91,37.23,27,4866,668,1956,659,NA,405000,"<1H OCEAN"
"1579",-120.84,37.05,8,1944,283,814,276,5.3988,165500,"INLAND"
"1580",-118.45,34.01,40,1361,240,559,229,NA,354300,"<1H OCEAN"
"1581",-117.12,33.52,4,30401,4957,13251,4339,4.5841,212300,"<1H OCEAN"
"1582",-122.47,37.72,43,968,199,434,162,2.5333,239300,"NEAR OCEAN"
"1583",-118.56,34.37,23,3927,728,1984,707,4.8536,202600,"<1H OCEAN"
"1584",-120.45,34.95,10,2207,644,2232,543,2.375,98500,"<1H OCEAN"
"1585",-120.31,37.29,40,1542,341,1283,341,1.6929,55900,"INLAND"
"1586",-118.05,34.12,20,5218,959,2302,850,3.55,476700,"INLAND"
"1587",-122.48,37.69,33,2347,512,1259,481,3.4492,264300,"NEAR OCEAN"
"1588",-120.92,38.86,11,1720,345,850,326,3.2027,128600,"INLAND"
"1589",-119.01,35.44,20,3458,651,1465,621,2.5806,82500,"INLAND"
"1590",-118.06,34.12,34,2941,558,1660,576,4.5667,271500,"INLAND"
"1591",-117.39,34.11,5,2987,457,1821,485,4.8889,138900,"INLAND"
"1592",-122.21,37.46,40,1777,207,577,207,NA,500001,"NEAR OCEAN"
"1593",-118.3,33.98,44,1242,270,811,274,2.9375,95200,"<1H OCEAN"
"1594",-117.96,33.93,15,2014,419,839,390,4.7446,175400,"<1H OCEAN"
"1595",-121.26,38.74,22,7173,1314,3526,1316,3.3941,135900,"INLAND"
"1596",-118.31,33.93,35,1580,266,926,282,5.0653,158000,"<1H OCEAN"
"1597",-119.7,34.43,35,1402,369,654,385,2.6205,318800,"<1H OCEAN"
"1598",-120.66,35.46,17,3748,609,1860,612,4.5179,225600,NA
"1599",-118.37,34.1,37,407,67,100,47,NA,500001,"<1H OCEAN"
"1600",-121.98,37.33,35,1907,326,912,313,5.9567,294300,"<1H OCEAN"
"1601",-117.84,34.1,17,7836,1624,4419,1526,3.8465,180700,"<1H OCEAN"
"1602",-118.33,34.01,44,2182,492,878,493,1.9631,181300,"<1H OCEAN"
"1603",-122.32,38.01,26,3054,492,1495,496,4.6944,171100,"NEAR BAY"
"1604",-118.12,33.85,37,2386,409,1101,399,4.6908,218200,"<1H OCEAN"
"1605",-122.5,37.74,42,1667,395,1041,387,3.9583,273700,NA
"1606",-122.16,37.77,48,977,194,446,180,4.7708,156300,"NEAR BAY"
"1607",-118.43,34.01,31,2526,528,NA,504,4.7009,500001,"<1H OCEAN"
"1608",-118.23,33.98,25,986,310,1439,251,2.39,183300,"<1H OCEAN"
"1609",-121.34,38.69,16,2686,516,1553,529,3.7857,112700,"INLAND"
"1610",-122.55,38.81,7,3639,637,1027,421,3.8831,132100,"INLAND"
"1611",-117.97,33.75,32,1564,270,973,290,3.75,190400,"<1H OCEAN"
"1612",-118.31,33.9,30,2407,581,1724,531,3.4792,194700,"<1H OCEAN"
"1613",-121.75,36.91,42,1368,468,2312,484,2.5599,151400,"<1H OCEAN"
"1614",-120.91,38.73,11,5460,859,2645,838,4.835,230600,"INLAND"
"1615",-117.66,34.13,19,3995,554,1523,509,6.075,254100,NA
"1616",-120.37,36.15,34,2084,339,868,347,4.381,86300,"INLAND"
"1617",-122.02,37.38,32,1889,487,1321,508,3.2574,254400,"<1H OCEAN"
"1618",-120.94,40.14,31,3127,664,NA,580,1.5774,58000,"INLAND"
"1619",-117.18,32.76,52,2023,301,649,285,4.7396,441700,NA
"1620",-121,37.71,52,102,23,35,33,2.25,175000,"INLAND"
"1621",-118.99,35.37,36,832,198,814,174,1.4773,57400,"INLAND"
"1622",-121.47,39.51,19,3720,636,1304,607,2.6921,97500,"INLAND"
"1623",-118.15,33.84,37,1508,252,NA,241,3.75,221300,NA
"1624",-118.27,34.07,42,1175,428,1593,407,2.3438,213300,"<1H OCEAN"
"1625",-121.5,38.59,43,88,21,119,19,1.725,67500,"INLAND"
"1626",-122.02,37.29,18,2550,312,999,320,NA,500001,"<1H OCEAN"
"1627",-118.27,34.24,30,2180,369,1050,390,NA,277600,NA
"1628",-122.2,37.75,36,606,132,531,133,1.5809,70000,"NEAR BAY"
"1629",-122.25,37.87,52,609,236,1349,250,1.1696,500001,NA
"1630",-122,37.31,28,3811,585,1795,581,NA,372700,"<1H OCEAN"
"1631",-120.14,34.59,24,1601,282,731,285,4.2026,259800,NA
"1632",-118.24,34.22,36,2507,517,1232,470,5.529,241300,"<1H OCEAN"
"1633",-118.41,34.23,35,1026,195,753,185,4.5909,179200,"<1H OCEAN"
"1634",-118.22,33.98,34,2283,809,3032,832,2.4387,175000,"<1H OCEAN"
"1635",-122.24,37.76,52,2646,581,1128,522,3.0718,266700,NA
"1636",-120.14,36,33,1726,420,1371,388,2.0335,43900,"INLAND"
"1637",-122.45,37.75,35,1363,302,NA,301,3.0804,313400,"NEAR BAY"
"1638",-121.23,37.87,49,98,24,59,26,3.65,162500,"INLAND"
"1639",-122.5,37.75,45,1672,344,838,314,4.1419,291500,NA
"1640",-117.93,34.03,35,2160,399,NA,403,3.8581,163100,"<1H OCEAN"
"1641",-122.01,37.39,26,2500,962,2374,879,3.5586,222200,"<1H OCEAN"
"1642",-117.34,34.49,9,3293,585,1678,530,3.2941,98300,"INLAND"
"1643",-118.35,33.95,28,4770,1328,NA,1196,2.681,147700,"<1H OCEAN"
"1644",-120.34,38.23,10,3757,722,546,223,3.75,121400,"INLAND"
"1645",-121.95,38.65,19,1265,228,755,218,3.3472,69800,"INLAND"
"1646",-118.1,34.08,24,4510,1296,3985,1240,2.6884,204600,"<1H OCEAN"
"1647",-122.68,38.07,26,1445,244,510,207,5.6305,430000,"NEAR OCEAN"
"1648",-116.87,34.24,15,4419,822,622,267,3.9688,182800,"INLAND"
"1649",-117.29,34.14,39,1989,401,805,341,2.425,90000,"INLAND"
"1650",-121.28,38.7,15,5828,1051,2868,1037,3.7813,143200,"INLAND"
"1651",-119.45,35.13,34,1440,309,808,294,2.3013,26600,"INLAND"
"1652",-122.35,37.93,28,1995,488,1182,439,2.3352,84300,"NEAR BAY"
"1653",-118.31,34.16,37,2144,446,860,435,3.9464,315000,"<1H OCEAN"
"1654",-118.06,33.72,22,4311,531,1426,533,NA,500001,"NEAR OCEAN"
"1655",-117.86,33.76,34,3153,561,1679,532,4.7083,205300,"<1H OCEAN"
"1656",-118.26,34.09,36,3503,833,2652,788,3.8448,241400,"<1H OCEAN"
"1657",-121.88,37.99,16,3787,515,1606,507,5.5676,174200,"INLAND"
"1658",-121.22,37.96,31,1484,314,1163,336,2.625,72100,"INLAND"
"1659",-119.09,36.21,38,1901,453,1613,400,1.8828,44600,"INLAND"
"1660",-119.21,36.1,30,1471,373,1418,357,1.7432,42500,"INLAND"
"1661",-118.26,33.96,39,1542,375,NA,361,1.7167,100000,"<1H OCEAN"
"1662",-122.47,37.72,47,1176,286,564,258,3.2059,350000,NA
"1663",-117.4,34.07,28,2879,659,1661,554,2.066,88100,"INLAND"
"1664",-122.42,37.79,48,4506,1342,1980,1239,4.0156,500001,"NEAR BAY"
"1665",-118.21,34.05,28,1079,306,1358,285,2.52,131900,"<1H OCEAN"
"1666",-118.82,36.13,43,1281,287,534,231,2.8906,65700,"INLAND"
"1667",-122.23,37.76,52,1705,246,NA,253,5.75,306300,NA
"1668",-117.48,33.89,14,10395,1799,6295,1855,4.7295,149900,"INLAND"
"1669",-118.41,34.21,35,2830,518,NA,524,5.35,210500,"<1H OCEAN"
"1670",-118.07,33.87,18,3405,556,1945,509,5.7652,299100,"<1H OCEAN"
"1671",-122.14,37.73,51,2619,403,922,393,4.6042,251900,"NEAR BAY"
"1672",-121.36,38.01,16,2178,667,1192,579,2.3339,87100,"INLAND"
"1673",-118.32,33.96,47,1453,247,721,276,5.5176,191000,"<1H OCEAN"
"1674",-117.46,34.85,7,9759,1816,2933,1168,3.4912,157700,"INLAND"
"1675",-117.09,32.8,15,666,152,247,164,2.15,131300,"NEAR OCEAN"
"1676",-120.28,38.03,13,2095,391,860,331,3.6838,145700,"INLAND"
"1677",-118.3,34.01,52,1908,428,1271,394,2.5885,136200,"<1H OCEAN"
"1678",-117.99,33.78,15,4273,993,NA,946,3.5313,213000,"<1H OCEAN"
"1679",-120.33,34.87,24,2590,404,1093,338,3.9375,341200,"<1H OCEAN"
"1680",-122.69,38.34,23,2846,516,1526,492,3.733,163500,"<1H OCEAN"
"1681",-117.2,34.46,7,8414,1584,5146,1517,3.2794,92500,"INLAND"
"1682",-122.32,37.57,33,3384,819,2626,793,3.2285,234800,NA
"1683",-118.3,33.74,47,2223,410,1163,413,4.4671,270800,"NEAR OCEAN"
"1684",-123.41,41.6,23,1654,369,669,273,1.965,65400,"INLAND"
"1685",-117.6,33.43,21,3951,562,NA,543,5.1439,414000,NA
"1686",-118.07,33.89,17,2223,544,2008,512,3.0777,160800,"<1H OCEAN"
"1687",-117.91,33.61,36,3082,455,771,365,NA,500001,"<1H OCEAN"
"1688",-117.89,33.74,32,660,145,959,113,3.75,159000,"<1H OCEAN"
"1689",-122.25,38.09,48,833,188,652,165,2.2417,87900,"NEAR BAY"
"1690",-121.32,38.69,11,13796,2372,NA,2250,3.8776,124500,"INLAND"
"1691",-118.2,33.99,35,1705,523,2252,508,2.3421,154200,"<1H OCEAN"
"1692",-118,33.83,26,1718,385,1022,368,3.9333,196100,"<1H OCEAN"
"1693",-118.3,34.09,40,3058,1215,3953,1223,1.8156,218800,"<1H OCEAN"
"1694",-119.78,36.33,16,1006,212,515,200,3.2386,112500,"INLAND"
"1695",-117.06,32.58,17,2724,567,2213,554,3.8529,147700,"NEAR OCEAN"
"1696",-118.35,34.08,52,2088,388,908,375,3.8141,342000,NA
"1697",-118.17,34.08,39,787,181,731,179,3.2279,158500,"<1H OCEAN"
"1698",-117.7,33.47,21,2208,534,1423,482,3.5915,305600,"<1H OCEAN"
"1699",-118.18,37.35,16,3806,794,1501,714,2.1212,108300,"INLAND"
"1700",-118.4,34.23,37,1404,266,889,274,4.0049,190000,"<1H OCEAN"
"1701",-117.96,33.82,32,2726,556,1513,531,3.7917,197400,"<1H OCEAN"
"1702",-122.45,38.51,18,1297,337,610,312,1.9441,184400,"INLAND"
"1703",-118.02,33.9,34,1636,358,977,357,3.5938,209900,"<1H OCEAN"
"1704",-118.01,33.66,19,4559,1045,1949,910,4.355,429200,"NEAR OCEAN"
"1705",-118.41,34.02,34,1430,357,805,362,3.3462,307000,NA
"1706",-118.06,33.82,24,3983,675,1568,638,4.6458,213400,NA
"1707",-122.19,37.78,52,2198,397,984,369,3.22,156500,"NEAR BAY"
"1708",-119.86,34.38,28,1062,309,1058,305,1.5071,316700,"NEAR OCEAN"
"1709",-122.47,37.78,52,2388,507,1078,494,3.5221,443300,NA
"1710",-116.35,32.74,16,2595,606,1046,367,1.7137,110700,"INLAND"
"1711",-122.37,37.58,52,2188,361,917,357,4.4,500000,NA
"1712",-122.29,37.9,52,1604,263,594,286,5.338,270900,NA
"1713",-121.19,38.13,27,2400,435,1085,444,3.7687,165200,"INLAND"
"1714",-118.25,34.08,47,2133,689,2104,662,2.6136,169200,"<1H OCEAN"
"1715",-121.45,38.56,52,3420,555,1301,530,4.0417,173800,"INLAND"
"1716",-118.37,34.04,42,1809,424,1094,382,2.767,143000,"<1H OCEAN"
"1717",-117.98,33.71,24,3430,548,1601,512,5.6825,264600,"<1H OCEAN"
"1718",-116.53,33.95,18,2990,648,NA,532,2.625,68200,"INLAND"
"1719",-122.3,38.3,52,1128,207,450,197,3.3542,154600,"NEAR BAY"
"1720",-117.1,32.75,21,2063,609,1686,558,1.4828,94800,"NEAR OCEAN"
"1721",-124.08,40.99,18,3297,662,NA,578,2.6847,111300,"NEAR OCEAN"
"1722",-117,32.73,17,6050,1143,3424,1131,3.7647,127600,"<1H OCEAN"
"1723",-117.47,33.91,21,3491,760,1920,669,2.2241,127300,"INLAND"
"1724",-124.09,40.88,26,2683,555,1353,526,2.4321,82100,"NEAR OCEAN"
"1725",-116.95,32.73,17,1635,272,960,279,5.2671,157100,"<1H OCEAN"
"1726",-116.95,33.73,21,4587,810,2233,765,3.2371,94500,"INLAND"
"1727",-120.98,37.64,40,1791,359,679,322,2.1458,130300,"INLAND"
"1728",-119.25,36.71,13,2813,579,1385,512,2.2202,100000,"INLAND"
"1729",-121.03,37.62,46,2331,508,1210,484,2.5313,77700,"INLAND"
"1730",-118.03,33.82,20,2662,464,1275,472,6.0162,318500,NA
"1731",-121.33,37.99,15,4472,1079,1837,976,2.5,175900,"INLAND"
"1732",-118.57,34.15,22,5791,706,NA,673,NA,500001,"<1H OCEAN"
"1733",-117.7,33.68,29,5650,1084,3985,1056,2.8192,162500,"<1H OCEAN"
"1734",-117.05,32.81,17,1885,292,771,301,5.6402,228600,"<1H OCEAN"
"1735",-117.13,32.79,35,1458,262,723,257,4.2098,174100,"NEAR OCEAN"
"1736",-117.23,32.73,35,2914,683,1562,638,2.5259,240200,"NEAR OCEAN"
"1737",-122.42,37.71,44,2080,489,1781,478,3.6827,215300,"NEAR BAY"
"1738",-117.32,33.17,18,2143,299,828,283,4.2383,239000,NA
"1739",-118.28,34.04,19,460,241,890,229,1.6089,162500,"<1H OCEAN"
"1740",-118.24,34.14,27,2909,1021,2614,935,2.1444,229000,"<1H OCEAN"
"1741",-118.37,33.85,34,2415,404,1278,414,6.1599,341200,"<1H OCEAN"
"1742",-118.42,34.18,30,1323,353,856,333,3.3594,202200,"<1H OCEAN"
"1743",-122.6,38,21,2198,462,1100,449,4.1098,246600,"<1H OCEAN"
"1744",-122.42,37.75,52,2112,528,1227,513,3.5536,400000,"NEAR BAY"
"1745",-121.1,39.08,13,1110,216,602,209,2.5887,144400,"INLAND"
"1746",-120.42,34.97,18,1932,350,NA,346,4.125,139800,"<1H OCEAN"
"1747",-121.92,36.62,52,1410,303,578,285,2.5625,235400,NA
"1748",-117.08,32.7,35,1477,264,852,279,3.1786,100600,"NEAR OCEAN"
"1749",-118.22,33.94,42,1046,287,1218,289,2.6538,143400,"<1H OCEAN"
"1750",-121.08,39.02,13,1839,275,752,270,4.2031,209600,"INLAND"
"1751",-118.45,33.96,24,3097,791,1075,639,5.723,500001,NA
"1752",-122.47,38.3,15,4885,988,2175,924,3.4031,209500,"<1H OCEAN"
"1753",-118.3,33.75,42,967,175,481,163,5.6611,265600,"<1H OCEAN"
"1754",-121.81,38.01,47,1942,430,1074,393,2.2361,105100,"INLAND"
"1755",-121.86,37.4,21,1386,260,946,257,NA,258500,"<1H OCEAN"
"1756",-117.31,34.03,24,1966,299,786,302,5.0318,134500,"INLAND"
"1757",-117.04,32.77,16,7963,1881,3769,1804,2.9624,144700,"<1H OCEAN"
"1758",-122.46,37.7,42,876,216,NA,203,3.84,235900,"NEAR OCEAN"
"1759",-117.87,33.69,4,2337,768,983,655,3.7174,275000,"<1H OCEAN"
"1760",-115.53,32.99,25,2578,634,2082,565,1.7159,62200,"INLAND"
"1761",-120.48,34.9,20,3842,630,2490,662,3.0559,120100,"<1H OCEAN"
"1762",-121.97,37.36,24,4841,894,2656,920,6.0573,254500,"<1H OCEAN"
"1763",-122.44,37.71,31,2370,441,1524,470,5.0201,264100,"NEAR BAY"
"1764",-117.87,34.13,32,1741,373,872,333,3.4219,194500,"<1H OCEAN"
"1765",-122.04,36.97,40,1193,227,570,204,4.4659,237500,"NEAR OCEAN"
"1766",-117.68,33.51,19,2930,428,1481,430,NA,480800,"<1H OCEAN"
"1767",-121.72,37.16,21,1062,179,631,185,4.7386,394100,"<1H OCEAN"
"1768",-118.13,33.8,41,1509,325,NA,314,4.0893,223000,"<1H OCEAN"
"1769",-117.2,33.2,16,4409,629,1875,609,5.543,286400,"<1H OCEAN"
"1770",-121.08,39.18,19,2323,397,NA,379,3.7426,162700,"INLAND"
"1771",-119.77,35.65,21,2403,483,1647,415,2.6066,80000,"INLAND"
"1772",-118.35,34,40,2894,395,1063,409,NA,372000,"<1H OCEAN"
"1773",-121.41,38.53,35,2061,371,1110,342,3.1944,79000,"INLAND"
"1774",-121.54,39.33,27,720,150,359,138,2.5313,61300,"INLAND"
"1775",-117.66,33.61,16,2022,254,789,270,NA,286900,NA
"1776",-122.28,37.86,49,2932,668,1361,608,1.9798,147400,"NEAR BAY"
"1777",-118.14,34.71,32,1164,248,588,270,1.1917,86900,"INLAND"
"1778",-118.04,34.08,35,1148,258,975,253,4.037,173300,"<1H OCEAN"
"1779",-122.64,38.24,40,1974,410,1039,398,3.7917,151600,"<1H OCEAN"
"1780",-118.27,34.06,26,513,338,1204,321,1.4904,275000,NA
"1781",-119.32,36.3,15,2864,571,1480,475,2.9698,93400,"INLAND"
"1782",-122.03,37.61,33,1518,302,831,268,5.097,188600,"NEAR BAY"
"1783",-118.49,34.06,42,2861,360,829,310,NA,500001,"<1H OCEAN"
"1784",-117.8,33.89,25,3121,381,NA,389,NA,357900,"<1H OCEAN"
"1785",-122.07,37.97,20,1705,353,856,341,3.7262,211800,"NEAR BAY"
"1786",-118.4,34.05,26,4473,923,1518,805,5.0762,500001,NA
"1787",-122.72,38.48,23,2296,356,902,334,6.0298,289100,NA
"1788",-114.94,34.55,20,350,95,119,58,1.625,50000,"INLAND"
"1789",-122.49,37.74,44,1472,275,820,310,5.6826,300000,"NEAR OCEAN"
"1790",-120.44,34.93,15,868,244,1133,253,2.0995,87500,"<1H OCEAN"
"1791",-121.3,37.92,28,3308,766,3201,720,1.7694,73900,"INLAND"
"1792",-121.4,38.49,12,7290,1283,3960,1248,3.5968,106300,"INLAND"
"1793",-122.36,37.95,40,408,102,302,81,1.8333,69800,"NEAR BAY"
"1794",-121.91,38.02,15,2966,558,1687,527,3.4817,129800,"INLAND"
"1795",-119.06,36.08,19,2554,443,1301,419,4.1856,72100,"INLAND"
"1796",-119.27,34.27,52,459,112,276,107,2.375,198400,"NEAR OCEAN"
"1797",-118.36,33.97,19,4651,1281,2917,1121,2.6823,142500,"<1H OCEAN"
"1798",-121.95,38.34,9,4999,874,2687,817,4.2324,142100,"INLAND"
"1799",-118.3,34.08,34,1562,651,1774,559,1.5685,225000,NA
"1800",-116.44,34.12,18,5584,1303,2250,1158,1.5823,72400,"INLAND"
"1801",-121.61,37.86,30,1428,287,989,287,3.691,154400,"INLAND"
"1802",-117.06,32.76,38,1549,288,636,278,3.2188,150500,"NEAR OCEAN"
"1803",-119.81,36.8,38,2252,325,777,314,6.1575,160100,"INLAND"
"1804",-119.02,35.35,38,1472,305,670,282,2.2407,76000,"INLAND"
"1805",-117.69,34.08,30,4255,773,2129,730,4.5185,142500,"INLAND"
"1806",-118.36,33.99,35,3702,648,1449,614,5.3194,313700,"<1H OCEAN"
"1807",-121.75,36.91,32,1461,422,1494,416,2.8056,173200,"<1H OCEAN"
"1808",-118.46,34.04,17,2729,897,1404,758,3.1235,420800,"<1H OCEAN"
"1809",-121,37.25,21,1937,389,1002,373,2.6087,96200,"INLAND"
"1810",-122.21,37.78,52,1056,224,NA,245,2.6583,142600,"NEAR BAY"
"1811",-117.69,36.13,25,1709,439,632,292,1.7868,45500,"INLAND"
"1812",-122.71,38.91,20,41,18,94,10,1.375,55000,"INLAND"
"1813",-117.99,33.68,13,4000,883,1999,881,4.7245,273600,"<1H OCEAN"
"1814",-122.47,37.73,52,2151,280,762,274,NA,500001,"NEAR OCEAN"
"1815",-118.49,34.42,23,4166,756,2082,743,4.4107,213400,"<1H OCEAN"
"1816",-117.22,32.81,24,730,196,335,203,3.5078,362500,"NEAR OCEAN"
"1817",-122.07,37.96,37,1217,199,552,194,5.0445,196200,"NEAR BAY"
"1818",-122.7,38.45,26,2011,557,855,530,1.125,233300,"<1H OCEAN"
"1819",-122.02,37.01,20,1005,138,345,129,NA,500001,NA
"1820",-117.15,34.05,9,1442,219,633,230,5.0227,162300,"INLAND"
"1821",-124.17,40.76,26,1776,361,992,380,2.8056,82800,"NEAR OCEAN"
"1822",-118.32,34.1,30,2193,965,2197,836,1.8277,137500,"<1H OCEAN"
"1823",-121.88,37.32,45,2213,564,1920,514,3.2806,164200,"<1H OCEAN"
"1824",-120.97,37.69,16,2793,476,1279,477,3.4667,160900,"INLAND"
"1825",-117.58,33.87,34,1511,272,773,265,3.5313,142100,"INLAND"
"1826",-118.39,34.15,36,2696,713,905,659,3.1146,373500,NA
"1827",-121.05,38.97,12,3676,550,NA,510,4.8214,201900,"INLAND"
"1828",-120.62,38.71,10,6305,1150,2597,921,4.0197,132200,"INLAND"
"1829",-117.21,34.11,26,1757,304,905,281,3.4103,90900,"INLAND"
"1830",-118.12,34.58,13,2614,650,1949,537,2.0547,102600,"INLAND"
"1831",-118.17,34.86,21,2370,540,1488,554,2.7361,83300,"INLAND"
"1832",-117.92,33.68,25,2017,454,1024,428,4.4732,245600,"<1H OCEAN"
"1833",-118.95,35.41,21,3999,727,1889,688,3.875,99500,"INLAND"
"1834",-117.72,33.53,14,1672,295,704,293,5.1129,251300,NA
"1835",-121.22,37.8,28,2608,576,1719,554,2.1186,94400,"INLAND"
"1836",-121.97,37.52,26,3761,623,1776,613,4.5317,232600,"<1H OCEAN"
"1837",-118.17,34.03,43,1636,506,1855,502,2.2902,152400,"<1H OCEAN"
"1838",-118.14,33.88,24,3305,982,2085,881,2.6641,168200,"<1H OCEAN"
"1839",-122.43,37.73,52,1142,224,494,206,5.0602,298900,"NEAR BAY"
"1840",-118.11,33.74,43,1222,303,565,309,4.8482,500001,"NEAR OCEAN"
"1841",-121.34,38.58,18,1631,228,599,228,NA,267200,"INLAND"
"1842",-118.01,33.78,19,2648,478,1160,452,5.9357,207400,"<1H OCEAN"
"1843",-118.12,33.87,43,1633,355,NA,350,3.0405,188000,"<1H OCEAN"
"1844",-122.27,38,12,1592,242,969,233,6.1576,248700,"NEAR BAY"
"1845",-117.95,33.94,28,2851,496,1287,496,5.0782,264100,"<1H OCEAN"
"1846",-120.61,37.32,18,5009,826,2497,805,4.25,146300,"INLAND"
"1847",-118.18,34.07,28,2616,630,2218,621,2.6842,156000,"<1H OCEAN"
"1848",-117.05,33.13,17,2385,372,1118,369,4.2813,169900,"<1H OCEAN"
"1849",-120.04,36.96,23,2126,506,2091,491,1.3713,51800,"INLAND"
"1850",-119.07,35.35,24,4119,865,1294,879,2.4123,86200,"INLAND"
"1851",-118.19,33.86,42,1999,431,1060,399,3.7031,167100,"<1H OCEAN"
"1852",-117.12,32.95,4,9018,1572,4438,1498,4.988,263700,"<1H OCEAN"
"1853",-124.08,41.36,29,1029,239,509,196,2.0156,62800,"NEAR OCEAN"
"1854",-121.02,39.01,17,4786,799,2066,770,3.9734,185400,"INLAND"
"1855",-121.69,37.95,15,1850,441,1348,403,3.8125,125400,"INLAND"
"1856",-117.39,34.1,12,7184,1516,NA,1235,2.4492,103800,"INLAND"
"1857",-118.25,34.15,15,3712,1005,1888,890,3.6875,209600,"<1H OCEAN"
"1858",-118.29,33.94,47,1782,338,1003,329,2.5398,105700,"<1H OCEAN"
